Nome,Club,Stagione,Overall,Ruolo
B. Bereszyński,Sampdoria,22,73,TD
Juan Jesus,Napoli,22,73,"DC, TS"
L. Tonelli,Empoli,22,73,DC
L. Ceppitelli,Cagliari,22,73,DC
V. Chiricheș,Sassuolo,22,73,DC
J. Lukaku,Lazio,22,73,"ES, TS, ASA"
D. Bessa,Hellas Verona,22,73,"COC, CC, AT"
D. Cataldi,Lazio,22,73,"CC, CDC"
J. Toljan,Sassuolo,22,73,"TD, TS"
Samir,Udinese,22,73,"DC, TS"
R. Gagliolo,Salernitana,22,73,"TS, DC"
A. Grassi,Cagliari,22,73,CC
M. Thorsby,Sampdoria,22,73,"CC, CDC"
Walace,Udinese,22,73,"CDC, CC"
G. Ferrari,Sassuolo,22,73,DC
M. Vojvoda,Torino,22,73,"TD, ED"
V. Kovalenko,Spezia,22,73,"COC, CC"
M. Svanberg,Bologna,22,73,"CC, CDC, ED"
G. Pereiro,Cagliari,22,73,"COC, AD"
L. Coulibaly,Salernitana,22,73,"CDC, CC"
K. Amian,Spezia,22,73,"DC, TD"
N. Molina,Udinese,22,73,"ADA, ED"
K. Bonifazi,Bologna,22,73,DC
M. Hongla,Hellas Verona,22,73,"CC, CDC, DC"
P. Cutrone,Empoli,22,73,ATT
M. Nzola,Spezia,22,73,"ATT, AD"
E. Elmas,Napoli,22,73,CC
A. Harroui,Sassuolo,22,73,"CDC, CC, ED"
A. Cordaz,Inter,22,72,POR
F. Forestieri,Udinese,22,72,"COC, AT, AS"
V. Fiorillo,Salernitana,22,72,POR
C. Pinsoglio,Juventus,22,72,POR
M. Zeegelaar,Udinese,22,72,"ES, TS"
J. Obi,Salernitana,22,72,"CC, CDC, ES"
I. Nestorovski,Udinese,22,72,ATT
S. Sturaro,Genoa,22,72,CC
N. Murru,Sampdoria,22,72,TS
M. Dijks,Bologna,22,72,TS
I. Mbaye,Bologna,22,72,"TD, TS"
A. Touré,Genoa,22,72,"CDC, CC"
M. Benassi,Fiorentina,22,72,"CC, AT"
R. Durmisi,Lazio,22,72,"TS, ASA, ES"
D. Biraschi,Genoa,22,72,"DC, TD, ED"
M. Aramu,Venezia FC,22,72,"COC, ATT, AD"
L. Mancuso,Empoli,22,72,"ATT, AS"
M. Fares,Genoa,22,72,"ES, TS, AS"
G. Pezzella,Atalanta,22,72,"TS, ES"
F. Depaoli,Sampdoria,22,72,"ED, TD"
F. Ballo-Touré,Milan,22,72,"TS, ES"
A. Olsen,Bologna,22,72,"COC, AD"
L. Štulac,Empoli,22,72,"CDC, CC"
T. Augello,Sampdoria,22,72,TS
B. Šutalo,Hellas Verona,22,72,DC
I. Pandur,Hellas Verona,22,72,POR
I. Ilić,Hellas Verona,22,72,CC
A. Ismajli,Empoli,22,72,DC
M. Lovato,Atalanta,22,72,DC
S. Strandberg,Salernitana,22,71,DC
A. Ragusa,Hellas Verona,22,71,"AD, AS"
S. Romagnoli,Empoli,22,71,DC
F. Santander,Bologna,22,71,ATT
K. Djidji,Torino,22,71,DC
P. Terracciano,Fiorentina,22,71,POR
S. Sabelli,Genoa,22,71,"TD, ADA, ED"
F. Forte,Venezia FC,22,71,ATT
N. Gyömbér,Salernitana,22,71,DC
F. Mattiello,Atalanta,22,71,"ED, ES"
L. Venuti,Fiorentina,22,71,"ADA, TD, TS"
L. Palmiero,Napoli,22,71,"CC, CDC"
S. Luperto,Empoli,22,71,DC
E. Torregrossa,Sampdoria,22,71,ATT
E. Goldaniga,Sassuolo,22,71,DC
M. Bani,Genoa,22,71,DC
P. Stojanović,Empoli,22,71,"TD, ED"
L. Haraslín,Sassuolo,22,71,"ES, ED"
Dalbert,Cagliari,22,71,"ES, TS"
R. Manaj,Spezia,22,71,ATT
Ronaldo Vieira,Sampdoria,22,71,"CDC, CC"
G. Maggiore,Spezia,22,71,CC
A. Sigurðsson,Venezia FC,22,71,"AT, COC, ES"
E. Shomurodov,Roma,22,71,"ATT, AS, AD"
G. Vicario,Empoli,22,71,POR
K. Rüegg,Hellas Verona,22,71,"ADA, TD, ED"
E. Vignato,Bologna,22,71,COC
Y. Çetin,Hellas Verona,22,71,DC
H. Traorè,Sassuolo,22,71,"COC, CC"
D. Vavro,Lazio,22,71,DC
S. Walukiewicz,Cagliari,22,71,DC
M. Müldür,Sassuolo,22,71,"TD, DC"
J. Vásquez,Genoa,22,71,"DC, TS"
M. Erlić,Spezia,22,71,DC
G. Frabotta,Hellas Verona,22,71,"ASA, TS, ES"
G. Pegolo,Sassuolo,22,70,POR
F. Peluso,Sassuolo,22,70,"DC, TS"
D. Falcinelli,Bologna,22,70,ATT
J. Sala,Spezia,22,70,"TD, ED, TS"
J. Dezi,Venezia FC,22,70,"CC, COC"
R. Fiamozzi,Empoli,22,70,TD
L. Lezzerini,Venezia FC,22,70,POR
A. Ferrari,Sampdoria,22,70,"DC, TD"
I. Success,Udinese,22,70,"ATT, ED, ES"
V. Milinković-Savić,Torino,22,70,POR
N. Haas,Empoli,22,70,"CC, CDC"
J. Makengo,Udinese,22,70,CC
D. Okereke,Venezia FC,22,70,"ATT, AD, AS"
A. Reca,Spezia,22,70,"ES, TS"
D. Johnsen,Venezia FC,22,70,AS
J. Chabot,Sampdoria,22,70,DC
S. Żurkowski,Empoli,22,70,CC
E. Salcedo,Spezia,22,70,"AT, ATT"
Rogério,Sassuolo,22,70,"TS, ES"
R. Sottil,Fiorentina,22,70,"AS, ES, AD"
N. Rovella,Genoa,22,70,"CC, CDC"
F. Marchetti,Genoa,22,69,POR
C. Molinaro,Venezia FC,22,69,"TS, ES"
A. Rosati,Fiorentina,22,69,POR
Ł. Teodorczyk,Udinese,22,69,ATT
A. La Mantia,Empoli,22,69,ATT
F. Veseli,Salernitana,22,69,"TD, DC"
A. Schiavone,Salernitana,22,69,"CC, CDC"
F. Bonazzoli,Salernitana,22,69,ATT
T. Ebuehi,Venezia FC,22,69,TD
F. Romagna,Sassuolo,22,69,DC
P. Ghiglione,Genoa,22,69,"ED, TD"
D. Črnigoj,Venezia FC,22,69,"ED, ES, AD"
F. Bandinelli,Empoli,22,69,CC
Y. Maleh,Fiorentina,22,69,CC
N. Bajrami,Empoli,22,69,"COC, CC"
D. Frattesi,Sassuolo,22,69,"CC, CDC"
Igor,Fiorentina,22,69,"DC, TS"
K. Agudelo,Spezia,22,69,"AD, COC"
L. Binks,Bologna,22,69,DC
C. Oliva,Cagliari,22,69,"CC, CDC"
A. Hickey,Bologna,22,69,"TS, TD"
T. Pobega,Torino,22,69,CC
G. Kyriakopoulos,Sassuolo,22,69,TS
P. Kalulu,Milan,22,69,"TD, DC"
A. Theate,Bologna,22,69,"DC, TS"
Kaio Jorge,Juventus,22,69,ATT
M. Bourabia,Spezia,22,68,"CDC, CC, COC"
M. Modolo,Venezia FC,22,68,"DC, TD"
C. Lykogiannis,Cagliari,22,68,"TS, ASA, DC"
P. Faragò,Cagliari,22,68,"TD, CC"
L. Henderson,Empoli,22,68,CC
P. Dziczek,Lazio,22,68,CDC
S. Bastoni,Spezia,22,68,TS
B. Radunović,Cagliari,22,68,POR
G. Crociata,Empoli,22,68,"COC, CC, AT"
E. Ampadu,Venezia FC,22,68,"DC, CDC, CC"
A. Pinamonti,Empoli,22,68,ATT
R. Marchizza,Empoli,22,68,"TS, DC"
D. Nikolaou,Spezia,22,68,DC
P. Pellegri,Milan,22,68,ATT
P. Mazzocchi,Venezia FC,22,68,"TD, ED, TS"
M. Gabbia,Milan,22,68,DC
L. Fiordilino,Venezia FC,22,68,"CC, ED"
S. Kiyine,Venezia FC,22,68,"CC, ES, ED"
Daniel Fuzato,Roma,22,68,POR
R. Bellanova,Cagliari,22,68,TD
J. Antiste,Spezia,22,68,ATT
A. Carboni,Cagliari,22,68,"DC, TS"
R. Calafiori,Roma,22,68,"TS, ES"
B. Soppy,Udinese,22,68,"TD, DC"
N. Fagioli,Juventus,22,68,"CC, COC"
M. Cancellieri,Hellas Verona,22,68,"AD, AT"
N. Mäenpää,Venezia FC,22,67,POR
S. Aresti,Cagliari,22,67,POR
N. Ravaglia,Sampdoria,22,67,POR
R. Aya,Salernitana,22,67,DC
L. Capezzi,Salernitana,22,67,"CC, CDC"
A. Vacca,Venezia FC,22,67,CC
C. Lombardi,Lazio,22,67,ED
E. Gyasi,Spezia,22,67,"AD, AS, ATT"
Z. Machach,Napoli,22,67,"COC, CC, ATT"
D. Heymans,Venezia FC,22,67,"COC, CC, AT"
F. Cassata,Genoa,22,67,CC
G. Busio,Venezia FC,22,67,"CC, COC, CDC"
Salva Ferrer,Spezia,22,67,"TD, DC"
R. Piccoli,Atalanta,22,67,ATT
D. Schnegg,Venezia FC,22,67,TS
S. Ricci,Empoli,22,67,"CC, CDC"
E. Colley,Spezia,22,67,AT
R. Drăgușin,Sampdoria,22,67,"DC, TD"
M. Satriano,Inter,22,67,ATT
F. Di Tacchio,Salernitana,22,66,"CC, CDC"
G. Zigoni,Venezia FC,22,66,ATT
M. Đurić,Salernitana,22,66,ATT
R. Bocalon,Venezia FC,22,66,ATT
P. Ceccaroni,Venezia FC,22,66,"DC, TS"
S. Edera,Torino,22,66,"COC, AT"
L. Bogdan,Salernitana,22,66,DC
A. Plizzari,Milan,22,66,POR
M. Coulibaly,Salernitana,22,66,CC
N. Casale,Hellas Verona,22,66,DC
B. Reynolds,Roma,22,66,"ADA, TD"
R. Vodišek,Genoa,22,66,POR
Gabriel Brazão,Inter,22,66,POR
S. van Hooijdonk,Bologna,22,66,"ATT, AS"
K. Michael,Bologna,22,66,CC
F. Colidio,Inter,22,66,"ATT, COC"
M. Svoboda,Venezia FC,22,66,"CDC, DC, CC"
W. Singo,Torino,22,66,"ADA, TD, ED"
M. Portanova,Genoa,22,66,"CC, COC"
E. Darboe,Roma,22,66,CDC
D. Peretz,Venezia FC,22,66,"CDC, CC"
P. Jaroszyński,Salernitana,22,65,DC
R. Pirrello,Empoli,22,65,"DC, TD"
Léo Sena,Spezia,22,65,"CC, CDC"
G. Kastanos,Salernitana,22,65,"COC, CC"
A. Buongiorno,Torino,22,65,"DC, TS"
P. Mićin,Udinese,22,65,"AD, ATT, AS"
A. Terzić,Fiorentina,22,65,TS
G. Zappa,Cagliari,22,65,"TD, ED"
M. Ruggeri,Salernitana,22,65,"ES, TS"
Y. Kallon,Genoa,22,65,"AD, AT, COC"
W. Falcone,Sampdoria,22,64,POR
A. Deiola,Cagliari,22,64,CC
L. Ranieri,Salernitana,22,64,"DC, TS"
B. Adekanye,Lazio,22,64,AD
André Anderson,Lazio,22,64,"AT, COC, ATT"
L. Samardžić,Udinese,22,64,"COC, CC"
Jorge Silva,Lazio,22,64,DC
R. Ladinetti,Cagliari,22,64,CC
A. Cambiaso,Genoa,22,64,"ED, ES, TS"
D. Udogie,Udinese,22,64,"TS, ES"
W. Kechrida,Salernitana,22,64,"TD, CDC, ED"
M. Viti,Empoli,22,64,DC
L. Andrenacci,Genoa,22,63,POR
M. Warming,Torino,22,63,AS
L. Tramoni,Cagliari,22,63,ED
T. Tessmann,Venezia FC,22,63,"CDC, CC"
N. Zalewski,Roma,22,63,COC
E. Vergani,Salernitana,22,63,ATT
A. Berardi,Hellas Verona,22,62,POR
G. Guerrieri,Salernitana,22,62,POR
F. Melegoni,Genoa,22,62,CC
A. Riccardi,Roma,22,62,"CC, COC"
Tòfol Montiel,Fiorentina,22,62,COC
A. Sher,Spezia,22,62,CC
S. Damiani,Empoli,22,62,"CDC, CC"
M. Adamonis,Lazio,22,61,POR
P. Hristov,Spezia,22,61,DC
A. Buksa,Genoa,22,61,ATT
L. Munteanu,Fiorentina,22,61,ATT
T. Baeten,Torino,22,61,ATT
K. Piscopo,Empoli,22,61,"AT, ATT, COC"
B. Bjarkason,Venezia FC,22,61,ES
F. Parisi,Empoli,22,61,"TS, ES, CDC"
E. Bove,Roma,22,61,CC
F. Rossi,Atalanta,22,60,POR
J. Furlan,Empoli,22,60,POR
D. Ceter,Cagliari,22,60,ATT
G. Corbo,Bologna,22,60,DC
G. Gaetano,Napoli,22,60,"COC, CC"
N. Zortea,Salernitana,22,60,"TD, ED"
K. Horváth,Torino,22,60,COC
Raúl Moro,Lazio,22,60,"AS, AT"
F. Tripi,Roma,22,60,"DC, CDC"
M. Pagliuca,Bologna,22,60,ATT
G. Altare,Cagliari,22,60,DC
F. Delli Carri,Salernitana,22,59,DC
K. Askildsen,Sampdoria,22,59,CC
E. Sadiku,Genoa,22,59,"CDC, CC"
D. Maldini,Milan,22,59,COC
G. Cangiano,Bologna,22,59,"AS, ATT"
P. Yeboah,Hellas Verona,22,59,AT
Bruno Bertinato,Venezia FC,22,58,POR
B. Kone,Torino,22,58,"AS, CC"
J. de Vries,Venezia FC,22,58,"ED, ATT"
P. Zovko,Spezia,22,58,POR
D. Pecile,Venezia FC,22,57,"CC, CDC"
G. Satalino,Sassuolo,22,55,POR
I. Karamoko,Torino,22,55,CC
D. Zappella,Empoli,22,54,TD
K. Urbański,Bologna,22,54,COC
P. Boer,Roma,22,54,POR
M. Maignan,Milan,23,87,POR
W. Szczęsny,Juventus,23,86,POR
C. Immobile,Lazio,23,86,ATT
R. Lukaku,Inter,23,86,ATT
P. Dybala,Roma,23,86,"AT, COC"
M. Brozović,Inter,23,86,"CDC, CC"
S. Milinković-Savić,Lazio,23,86,CC
N. Barella,Inter,23,86,CC
L. Martínez,Inter,23,86,ATT
M. Škriniar,Inter,23,86,DC
P. Pogba,Juventus,23,85,"CC, CDC, ES"
F. Kostić,Juventus,23,85,"ES, ASA"
T. Hernández,Milan,23,85,TS
S. Handanovič,Inter,23,84,POR
E. Džeko,Inter,23,84,ATT
Á. Di María,Juventus,23,84,AD
L. Bonucci,Juventus,23,84,DC
S. de Vrij,Inter,23,84,DC
H. Çalhanoğlu,Inter,23,84,CC
D. Berardi,Sassuolo,23,84,"ED, AD"
L. Pellegrini,Roma,23,84,"COC, CC"
F. Tomori,Milan,23,84,DC
F. Chiesa,Juventus,23,84,AS
A. Bastoni,Inter,23,84,DC
S. Tonali,Milan,23,84,"CDC, CC"
Rafael Leão,Milan,23,84,"AS, ES"
D. Vlahović,Juventus,23,84,ATT
J. Cuadrado,Juventus,23,83,"TD, ED"
Luis Alberto,Lazio,23,83,CC
P. Zieliński,Napoli,23,83,"COC, CC"
D. Zapata,Atalanta,23,83,ATT
V. Osimhen,Napoli,23,83,ATT
Bremer,Juventus,23,83,DC
Z. Ibrahimović,Milan,23,82,ATT
Rui Patrício,Roma,23,82,POR
O. Giroud,Milan,23,82,ATT
S. Kjær,Milan,23,82,DC
M. Arnautović,Bologna,23,82,ATT
L. Muriel,Atalanta,23,82,ATT
F. Acerbi,Inter,23,82,DC
L. Spinazzola,Roma,23,82,"ASA, ES"
G. Di Lorenzo,Napoli,23,82,TD
M. Locatelli,Juventus,23,82,"CDC, CC"
R. Gosens,Inter,23,82,"ASA, ES"
A. Onana,Inter,23,82,POR
I. Bennacer,Milan,23,82,"CDC, CC"
T. Abraham,Roma,23,82,ATT
R. Malinovskyi,Atalanta,23,82,"AT, COC"
D. Dumfries,Inter,23,82,"ADA, ED"
Rafael Tolói,Atalanta,23,81,DC
C. Smalling,Roma,23,81,DC
H. Mkhitaryan,Inter,23,81,"COC, CC"
J. Musso,Atalanta,23,81,POR
M. Politano,Napoli,23,81,"AD, ED"
S. Lobotka,Napoli,23,81,"CC, CDC"
H. Lozano,Napoli,23,81,AD
M. Pašalić,Atalanta,23,81,"COC, AT, CC"
A. Zambo Anguissa,Napoli,23,81,"CDC, CC"
G. Mancini,Roma,23,81,DC
A. Barák,Fiorentina,23,81,"AT, CC"
N. Zaniolo,Roma,23,81,"AT, AD, ED"
A. Consigli,Sassuolo,23,80,POR
A. Candreva,Salernitana,23,80,"ED, CC"
G. Wijnaldum,Roma,23,80,"CC, CDC"
M. Darmian,Inter,23,80,"ADA, ED"
Alex Sandro,Juventus,23,80,TS
Danilo,Juventus,23,80,TD
C. Biraghi,Fiorentina,23,80,TS
Deulofeu,Udinese,23,80,"AT, ATT"
A. Cragno,Monza,23,80,POR
L. Paredes,Juventus,23,80,"CDC, CC"
B. Cristante,Roma,23,80,"CDC, CC"
M. de Roon,Atalanta,23,80,"CDC, CC, DC"
A. Belotti,Roma,23,80,ATT
A. Rabiot,Juventus,23,80,"CC, ES"
A. Romagnoli,Lazio,23,80,DC
J. Correa,Inter,23,80,"AT, ATT"
A. Rebić,Milan,23,80,"AS, ES, ATT"
H. Hateboer,Atalanta,23,80,"ADA, TD, ED"
R. Karsdorp,Roma,23,80,"ADA, ED, TD"
D. Calabria,Milan,23,80,TD
N. Milenković,Fiorentina,23,80,DC
W. McKennie,Juventus,23,80,"CC, ES"
T. Koopmeiners,Atalanta,23,80,"CC, CDC"
N. González,Fiorentina,23,80,"AD, AS"
A. Rrahmani,Napoli,23,80,DC
Pedro,Lazio,23,79,"AS, AD, AT"
M. Silvestri,Udinese,23,79,POR
N. Matić,Roma,23,79,CDC
M. Perin,Juventus,23,79,POR
Felipe Anderson,Lazio,23,79,AD
A. Florenzi,Milan,23,79,TD
A. Milik,Juventus,23,79,ATT
S. Umtiti,Lecce,23,79,DC
B. Djimsiti,Atalanta,23,79,DC
D. Zappacosta,Atalanta,23,79,"ASA, ES, ED"
M. Zaccagni,Lazio,23,79,AS
A. Marušić,Lazio,23,79,"TS, TD"
L. Jović,Fiorentina,23,79,ATT
M. Lazzari,Lazio,23,79,TD
T. Ndombele,Napoli,23,79,"CC, CDC, COC"
Kim Min Jae,Napoli,23,79,DC
Luís Maximiano,Lazio,23,79,POR
B. Dia,Salernitana,23,79,"ATT, AD"
Ibañez,Roma,23,79,DC
Beto,Udinese,23,79,ATT
G. Raspadori,Napoli,23,79,"AT, COC, ES"
F. Caputo,Sampdoria,23,78,ATT
G. Bonaventura,Fiorentina,23,78,CC
R. Pereyra,Udinese,23,78,"CC, COC"
M. Faraoni,Hellas Verona,23,78,"ADA, ED"
D. D'Ambrosio,Inter,23,78,DC
G. Caprari,Monza,23,78,AT
Mário Rui,Napoli,23,78,TS
P. Gollini,Fiorentina,23,78,POR
A. Miranchuk,Torino,23,78,"COC, AT"
G. Simeone,Napoli,23,78,ATT
M. Lopez,Sassuolo,23,78,"CC, CDC"
A. Meret,Napoli,23,78,POR
F. Dimarco,Inter,23,78,"ASA, ES, DC"
E. Audero,Sampdoria,23,78,POR
S. Sensi,Monza,23,78,"CC, COC"
Brahim,Milan,23,78,COC
J. Ikoné,Fiorentina,23,78,"AD, ED"
M. Kean,Juventus,23,78,"ATT, AS"
G. Vicario,Empoli,23,78,POR
H. Traorè,Sassuolo,23,78,"ES, AS, COC"
Junior Messias,Milan,23,78,"AD, ED"
N. Vlašić,Torino,23,78,"ES, COC"
E. Elmas,Napoli,23,78,"COC, CC"
A. Saelemaekers,Milan,23,78,"AD, ED"
C. De Ketelaere,Milan,23,78,"ATT, AS"
P. Kalulu,Milan,23,78,"DC, TD"
S. Sirigu,Napoli,23,77,POR
S. El Shaarawy,Roma,23,77,"AS, ES"
R. Soriano,Bologna,23,77,"COC, CC, AT"
D. Demme,Napoli,23,77,"CDC, CC"
D. Lazović,Hellas Verona,23,77,ES
A. Tameze,Hellas Verona,23,77,"CC, CDC"
M. Vecino,Lazio,23,77,"CC, CDC"
J. Boga,Atalanta,23,77,"AS, AT, ES"
G. Castrovilli,Fiorentina,23,77,CC
R. Krunić,Milan,23,77,"CC, COC"
A. Lookman,Atalanta,23,77,"ES, ED"
G. Maggiore,Salernitana,23,77,"CC, CDC"
S. Lukić,Torino,23,77,CC
M. Demiral,Atalanta,23,77,DC
M. Pessina,Monza,23,77,"COC, CC, AT"
D. Frattesi,Sassuolo,23,77,"CC, CDC"
M. Olivera,Napoli,23,77,"TS, ASA"
M. Barrow,Bologna,23,77,"AT, ATT, AS"
Arthur Cabral,Fiorentina,23,77,ATT
S. Dest,Milan,23,77,"TD, ED, TS"
F. Ribéry,Salernitana,23,76,"AT, ATT, COC"
F. Quagliarella,Sampdoria,23,76,ATT
L. De Silvestri,Bologna,23,76,"ADA, ED"
Miguel Veloso,Hellas Verona,23,76,"CC, CDC"
Ł. Skorupski,Bologna,23,76,POR
Juan Jesus,Napoli,23,76,DC
R. Saponara,Fiorentina,23,76,AS
C. Tătărușanu,Milan,23,76,POR
G. Defrel,Sassuolo,23,76,"AT, ATT"
T. Vilhena,Salernitana,23,76,"ES, CC"
K. Günter,Hellas Verona,23,76,DC
P. Terracciano,Fiorentina,23,76,POR
M. De Sciglio,Juventus,23,76,"TD, TS"
D. Rugani,Juventus,23,76,DC
D. Cataldi,Lazio,23,76,"CDC, CC"
R. Gagliardini,Inter,23,76,"CDC, CC"
D. Origi,Milan,23,76,"ATT, AS"
F. Di Francesco,Lecce,23,76,"AS, AD"
L. Montipò,Hellas Verona,23,76,POR
A. Petagna,Monza,23,76,ATT
G. Escalante,Cremonese,23,76,"CDC, CC"
H. Winks,Sampdoria,23,76,"CC, CDC"
S. Amrabat,Fiorentina,23,76,"CDC, CC"
Z. Çelik,Roma,23,76,"ADA, ED, TD"
I. Provedel,Lazio,23,76,POR
L. Martínez Quarta,Fiorentina,23,76,DC
T. Henry,Hellas Verona,23,76,ATT
R. Orsolini,Bologna,23,76,"AT, AD"
J. Mæhle,Atalanta,23,76,"ADA, ED, ES"
N. Bajrami,Empoli,23,76,"COC, AT"
N. Domínguez,Bologna,23,76,"CC, CDC"
S. Żurkowski,Fiorentina,23,76,CC
N. Casale,Lazio,23,76,DC
Igor,Fiorentina,23,76,DC
R. Sottil,Fiorentina,23,76,"AS, AD"
K. Kvaratskhelia,Napoli,23,76,"AS, COC"
T. Pobega,Milan,23,76,CC
W. Singo,Torino,23,76,"ADA, ED"
I. Ilić,Hellas Verona,23,76,"CC, AT"
Ș. Radu,Lazio,23,75,DC
A. Ekdal,Spezia,23,75,"CC, CDC"
T. Arslan,Udinese,23,75,"CDC, CC"
B. Nuytinck,Udinese,23,75,DC
M. Destro,Empoli,23,75,ATT
F. Đuričić,Sampdoria,23,75,"COC, AS"
S. Verdi,Hellas Verona,23,75,"AT, COC"
M. Gabbiadini,Sampdoria,23,75,ATT
N. Sansone,Bologna,23,75,"COC, AS"
J. Akpa Akpro,Empoli,23,75,CC
S. Meïté,Cremonese,23,75,"CC, CDC"
Patric,Lazio,23,75,"DC, TD"
Pablo Marí,Monza,23,75,DC
A. Duncan,Fiorentina,23,75,CC
E. Hysaj,Lazio,23,75,"TS, TD"
F. Ceccherini,Hellas Verona,23,75,DC
V. Lazaro,Torino,23,75,"ADA, ED, TD"
P. Dawidowicz,Hellas Verona,23,75,DC
B. Drągowski,Spezia,23,75,POR
M. Sportiello,Atalanta,23,75,POR
T. Bakayoko,Milan,23,75,"CDC, CC"
A. Sanabria,Torino,23,75,ATT
M. Caldara,Spezia,23,75,DC
C. Dessers,Cremonese,23,75,ATT
K. Piątek,Salernitana,23,75,ATT
S. Posch,Bologna,23,75,"DC, TD"
R. Mandragora,Fiorentina,23,75,"CC, CDC"
D. Verde,Spezia,23,75,"AD, ED, COC"
P. Stojanović,Empoli,23,75,TD
O. Colley,Sampdoria,23,75,DC
M. Pjaca,Empoli,23,75,"AT, ATT"
G. Pezzella,Lecce,23,75,"TS, ES, ASA"
Dodô,Fiorentina,23,75,TD
M. Di Gregorio,Monza,23,75,POR
A. Pinamonti,Sassuolo,23,75,ATT
Gabriel Strefezza,Lecce,23,75,AD
M. Aebischer,Bologna,23,75,CC
S. Birindelli,Monza,23,75,"ADA, ED, TD"
M. Camara,Roma,23,75,"CC, CDC"
Rodrigo Becão,Udinese,23,75,DC
E. Shomurodov,Roma,23,75,"ATT, AT"
P. Schuurs,Torino,23,75,DC
Y. Adli,Milan,23,75,"CC, COC"
N. Pérez,Udinese,23,75,DC
T. Bašić,Lazio,23,75,"CC, CDC"
M. Kumbulla,Roma,23,75,DC
M. Viña,Roma,23,75,"ASA, ES, TS"
N. Rovella,Monza,23,75,"CC, CDC"
F. Gatti,Juventus,23,75,DC
A. Mirante,Milan,23,74,POR
F. Fazio,Salernitana,23,74,DC
L. Sepe,Salernitana,23,74,POR
R. Rodríguez,Torino,23,74,DC
A. Soumaoro,Bologna,23,74,DC
J. Murillo,Sampdoria,23,74,DC
K. Linetty,Torino,23,74,"CC, AT"
Marlon,Monza,23,74,DC
A. Izzo,Monza,23,74,DC
I. Pussetto,Sampdoria,23,74,"ATT, AT"
I. Success,Udinese,23,74,ATT
Walace,Udinese,23,74,"CDC, CC"
O. Aina,Torino,23,74,"ASA, ES, ED"
G. Ferrari,Sassuolo,23,74,DC
A. Masina,Udinese,23,74,"ASA, ES, TS"
M. Vojvoda,Torino,23,74,"ASA, ES, ED"
K. Amian,Spezia,23,74,"ADA, ED, TD"
Y. Karamoh,Torino,23,74,"AS, ES"
S. Ascacíbar,Cremonese,23,74,"CDC, CC"
I. Radu,Cremonese,23,74,POR
Dany Mota,Monza,23,74,ATT
J. Schouten,Bologna,23,74,"CDC, CC"
R. Marin,Empoli,23,74,CC
C. Kouamé,Fiorentina,23,74,ATT
Y. Maleh,Fiorentina,23,74,CC
M. Pongračić,Lecce,23,74,DC
G. Magnani,Hellas Verona,23,74,DC
A. Laurienté,Sassuolo,23,74,"ED, AD, ATT"
N. Radonjić,Torino,23,74,"AS, AD, AT"
N. Moro,Bologna,23,74,"CDC, CC"
Gonzalo Villar,Sampdoria,23,74,"CC, CDC"
M. Erlić,Sassuolo,23,74,DC
R. Bellanova,Inter,23,74,"ADA, ED"
M. Carnesecchi,Cremonese,23,74,POR
S. Ricci,Torino,23,74,"CDC, CC"
Matheus Henrique,Sassuolo,23,74,"CC, CDC"
D. Zima,Torino,23,74,DC
D. Udogie,Udinese,23,74,"ASA, ES"
N. Zalewski,Roma,23,74,ES
Éderson,Atalanta,23,74,CC
I. Radovanović,Salernitana,23,73,"DC, CDC"
E. Berisha,Torino,23,73,POR
C. Pinsoglio,Juventus,23,73,POR
G. Medel,Bologna,23,73,DC
F. Bardi,Bologna,23,73,POR
B. Bereszyński,Sampdoria,23,73,TD
Pedro Obiang,Sassuolo,23,73,"CDC, CC"
C. Gytkjær,Monza,23,73,ATT
M. Valoti,Monza,23,73,"CC, AT"
V. Verre,Sampdoria,23,73,"COC, ES"
K. Ayhan,Sassuolo,23,73,DC
C. Lykogiannis,Bologna,23,73,"ASA, ES, TS"
J. Toljan,Sassuolo,23,73,TD
A. Barberis,Monza,23,73,"CDC, CC"
E. Gyasi,Spezia,23,73,"ED, ES, ATT"
S. Luperto,Empoli,23,73,DC
F. Bonazzoli,Salernitana,23,73,"ATT, AT"
A. Conti,Sampdoria,23,73,TD
J. Sambia,Salernitana,23,73,"ADA, TD, ED"
V. Milinković-Savić,Torino,23,73,POR
K. Lasagna,Hellas Verona,23,73,"ATT, AT"
J. Hendry,Cremonese,23,73,DC
L. Coulibaly,Salernitana,23,73,"CDC, CC"
J. Makengo,Udinese,23,73,"CC, CDC"
J. Lucumí,Bologna,23,73,DC
F. Bandinelli,Empoli,23,73,CC
R. Oudin,Lecce,23,73,"ES, ED"
K. Bonifazi,Bologna,23,73,DC
E. Ampadu,Spezia,23,73,"CDC, CC, DC"
F. Depaoli,Hellas Verona,23,73,"TD, ED"
L. Østigård,Napoli,23,73,DC
M. Nzola,Spezia,23,73,ATT
A. Harroui,Sassuolo,23,73,"CDC, CC, ED"
J. Bijol,Udinese,23,73,"DC, CDC"
M. Hjulmand,Lecce,23,73,"CDC, CC"
Marcos Antonio,Lazio,23,73,"CC, CDC"
J. Zirkzee,Bologna,23,73,"ATT, COC"
D. Bradarić,Salernitana,23,73,"ASA, ES, TS"
F. Daniliuc,Salernitana,23,73,"DC, TD"
A. Vranckx,Milan,23,73,"CC, CDC"
